Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
IIT Roorkee,"Electrical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),4916,5593
IIT Roorkee,"Electrical Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,120,169
IIT Roorkee,"Electrical Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),217P,217P
IIT Roorkee,"Electrical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,258,349
IIT Roorkee,"Electrical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),742,831
IIT Roorkee,"Electrical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,740,972
IIT Roorkee,"Electrical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),2496,2912
IIT Roorkee,"Electrical Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,85,6P
IIT Roorkee,"Electrical Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),112P,112P
IIT Roorkee,"Electrical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,431,572
IIT Roorkee,"Electrical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1320,1468
IIT Roorkee,"Electrical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,262,329
IIT Roorkee,"Electrical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),534,607
IIT Roorkee,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,1048,1394
IIT Roorkee,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),3077,4563
IIT Roorkee,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,86,86
IIT Roorkee,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,150,249
IIT Roorkee,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),660,678
IIT Roorkee,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,24,24
IIT Roorkee,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,366,712
IIT Roorkee,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),1808,2161
IIT Roorkee,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,33,33
IIT Roorkee,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,167,394
IIT Roorkee,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1005,1053
IIT Roorkee,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,169,243
IIT Roorkee,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),428,465
IIT Roorkee,"Energy Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,2663,4727
IIT Roorkee,"Energy Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),8350,8350
IIT Roorkee,"Energy Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,952,962
IIT Roorkee,"Energy Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2073,2073
IIT Roorkee,"Energy Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1768,2446
IIT Roorkee,"Energy Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5506,5506
IIT Roorkee,"Energy Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1382,1470
IIT Roorkee,"Energy Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3082,3082
IIT Roorkee,"Energy Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,822,822
IIT Roorkee,"Engineering Physics (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,2523,4196
IIT Roorkee,"Engineering Physics (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),8120,11032
IIT Roorkee,"Engineering Physics (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,229P,229P
IIT Roorkee,"Engineering Physics (4 Years, B.Tech)",AI,EWS,Gender-Neutral,878,1101
IIT Roorkee,"Engineering Physics (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2507,2507
IIT Roorkee,"Engineering Physics (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1872,2365
IIT Roorkee,"Engineering Physics (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5296,6251
IIT Roorkee,"Engineering Physics (4 Years, B.Tech)",AI,SC,Gender-Neutral,1086,1540
IIT Roorkee,"Engineering Physics (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2716,2731
IIT Roorkee,"Engineering Physics (4 Years, B.Tech)",AI,ST,Gender-Neutral,855,922
IIT Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,8630,9491
IIT Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,OPEN,Female-only (including Supernumerary),17925,18509
IIT Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,EWS,Gender-Neutral,1405,1538
IIT Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,EWS,Female-only (including Supernumerary),3537,3537
IIT Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Gender-Neutral,4089,4251
IIT Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8207,8510
IIT Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,SC,Gender-Neutral,2372,2556
IIT Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,SC,Female-only (including Supernumerary),3154,3154
IIT Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,ST,Gender-Neutral,1231,1381
IIT Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,ST,Female-only (including Supernumerary),1988,1988
IIT Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,6428,8614
IIT Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,OPEN,Female-only (including Supernumerary),15223,18953
IIT Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,EWS,Gender-Neutral,1300,1527
IIT Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,EWS,Female-only (including Supernumerary),3388,3388
IIT Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Gender-Neutral,3482,4074
IIT Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7127,7221
IIT Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,SC,Gender-Neutral,2191,2486
IIT Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,SC,Female-only (including Supernumerary),2959,2959
IIT Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,ST,Gender-Neutral,1367,1439
IIT Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,ST,Female-only (including Supernumerary),1971,1971
IIT Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,1078,1470
IIT Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),4378,4953
IIT Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Gender-Neutral,179,271
IIT Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Female-only (including Supernumerary),849,849
IIT Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS (PwD),Gender-Neutral,38,38
IIT Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,683,831
IIT Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),2115,2707
IIT Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Gender-Neutral,351,569
IIT Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Female-only (including Supernumerary),858,858
IIT Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Gender-Neutral,206,415
IIT Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Female-only (including Supernumerary),746,746
IIT Roorkee,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,2155,3731
IIT Roorkee,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),6626,10346
IIT Roorkee,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,45P,83P
IIT Roorkee,"Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,453,676
IIT Roorkee,"Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1591,1696
IIT Roorkee,"Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1180,1781
IIT Roorkee,"Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),4178,5088
IIT Roorkee,"Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,117P,117P
IIT Roorkee,"Mechanical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,620,1039
IIT Roorkee,"Mechanical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1592,2270
IIT Roorkee,"Mechanical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,356,555
IIT Roorkee,"Mechanical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),800,1147
IIT Roorkee,"Metallurgical and Materials Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,6012,6828
IIT Roorkee,"Metallurgical and Materials Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),15297,16012
IIT Roorkee,"Metallurgical and Materials Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1232,1306
IIT Roorkee,"Metallurgical and Materials Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2544,2722
IIT Roorkee,"Metallurgical and Materials Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,3079,3389
IIT Roorkee,"Metallurgical and Materials Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5692,7087
IIT Roorkee,"Metallurgical and Materials Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1732,2026
IIT Roorkee,"Metallurgical and Materials Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2938,3044
IIT Roorkee,"Metallurgical and Materials Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,914,1019
IIT Roorkee,"Metallurgical and Materials Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1362,1362
IIT Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,4489,8144
IIT Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),18169,19251
IIT Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Gender-Neutral,1455,1556
IIT Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Female-only (including Supernumerary),3712,3712
IIT Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,4195,4451
IIT Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),6839,8214
IIT Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Gender-Neutral,1755,2240
IIT Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Female-only (including Supernumerary),3582,3582
IIT Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Gender-Neutral,1377,1377
IIT Roorkee,"Production and Industrial Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,4206,5274
IIT Roorkee,"Production and Industrial Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),9886,11014
IIT Roorkee,"Production and Industrial Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,313P,313P
IIT Roorkee,"Production and Industrial Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1021,1119
IIT Roorkee,"Production and Industrial Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2079,2079
IIT Roorkee,"Production and Industrial Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2416,2826
IIT Roorkee,"Production and Industrial Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5548,5849
IIT Roorkee,"Production and Industrial Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1315,1717
IIT Roorkee,"Production and Industrial Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3175,3270
IIT Roorkee,"Production and Industrial Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,757,936
IIT Roorkee,"Production and Industrial Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1497,1497
IIT (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,13511,15446
IIT (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,OPEN,Female-only (including Supernumerary),24505,24505
IIT (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,EWS,Gender-Neutral,2255,2361
IIT (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,EWS,Female-only (including Supernumerary),4053,4053
IIT (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Gender-Neutral,5400,5671
IIT (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),9954,9954
IIT (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,SC,Gender-Neutral,2821,3222
IIT (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,SC,Female-only (including Supernumerary),4326,4326
IIT (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,ST,Gender-Neutral,1473,1473
IIT (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,10750,15139
IIT (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,OPEN,Female-only (including Supernumerary),25020,25020
IIT (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,EWS,Gender-Neutral,2302,2307
IIT (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,EWS,Female-only (including Supernumerary),3934,3934
IIT (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Gender-Neutral,5332,5742
IIT (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),10063,10063
IIT (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,SC,Gender-Neutral,3030,3195
IIT (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,SC,Female-only (including Supernumerary),3945,3945
IIT (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,ST,Gender-Neutral,1492,1492
IIT (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",AI,OPEN,Gender-Neutral,8648,14810
IIT (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",AI,OPEN,Female-only (including Supernumerary),19266,24121
IIT (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",AI,EWS,Gender-Neutral,2141,2257
IIT (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",AI,EWS,Female-only (including Supernumerary),3936,3936
IIT (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",AI,OBC-NCL,Gender-Neutral,5410,5750
IIT (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",AI,OBC-NCL,Female-only (including Supernumerary),9644,9877
IIT (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",AI,SC,Gender-Neutral,2952,3256
IIT (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",AI,SC,Female-only (including Supernumerary),4344,4352
IIT (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",AI,ST,Gender-Neutral,1425,1525
IIT (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",AI,ST,Female-only (including Supernumerary),2091,2091
IIT (ISM) Dhanbad,"Chemical Science (5 Years, Integrated Bachelor of Science-Master of Science)",AI,OPEN,Gender-Neutral,13804,16082
IIT (ISM) Dhanbad,"Chemical Science (5 Years, Integrated Bachelor of Science-Master of Science)",AI,OPEN,Female-only (including Supernumerary),25310,25519
IIT (ISM) Dhanbad,"Chemical Science (5 Years, Integrated Bachelor of Science-Master of Science)",AI,EWS,Gender-Neutral,2335,2347
IIT (ISM) Dhanbad,"Chemical Science (5 Years, Integrated Bachelor of Science-Master of Science)",AI,OBC-NCL,Gender-Neutral,5559,6019
IIT (ISM) Dhanbad,"Chemical Science (5 Years, Integrated Bachelor of Science-Master of Science)",AI,OBC-NCL,Female-only (including Supernumerary),9547,9547
IIT (ISM) Dhanbad,"Chemical Science (5 Years, Integrated Bachelor of Science-Master of Science)",AI,SC,Gender-Neutral,3156,3258
IIT (ISM) Dhanbad,"Chemical Science (5 Years, Integrated Bachelor of Science-Master of Science)",AI,SC,Female-only (including Supernumerary),3902,3902
IIT (ISM) Dhanbad,"Chemical Science (5 Years, Integrated Bachelor of Science-Master of Science)",AI,ST,Gender-Neutral,1529,1538
IIT (ISM) Dhanbad,"Chemical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,8263,10756
IIT (ISM) Dhanbad,"Chemical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),18816,19737
IIT (ISM) Dhanbad,"Chemical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1435,1627
IIT (ISM) Dhanbad,"Chemical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2965,2965
IIT (ISM) Dhanbad,"Chemical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,3207,4167
IIT (ISM) Dhanbad,"Chemical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),7152,7304
IIT (ISM) Dhanbad,"Chemical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1987,2438
IIT (ISM) Dhanbad,"Chemical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3475,3475
IIT (ISM) Dhanbad,"Chemical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1049,1174
IIT (ISM) Dhanbad,"Chemical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1578,1578
IIT (ISM) Dhanbad,"Civil Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,10481,12467
IIT (ISM) Dhanbad,"Civil Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),19730,22345
IIT (ISM) Dhanbad,"Civil Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1632,1762
IIT (ISM) Dhanbad,"Civil Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3353,3353
IIT (ISM) Dhanbad,"Civil Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,3863,4415
IIT (ISM) Dhanbad,"Civil Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),7613,7939
IIT (ISM) Dhanbad,"Civil Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1933,2458
IIT (ISM) Dhanbad,"Civil Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3083,3493
IIT (ISM) Dhanbad,"Civil Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,927,1017
IIT (ISM) Dhanbad,"Civil Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1336,1336
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,2143,3348
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),5353,7841
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,82,99
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),119,119
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,326,451
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),920,991
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,32,32
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,733,1240
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),2032,2992
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,61,68
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),105P,105P
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,466,708
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1378,1617
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,180,287
IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),422,630
IIT (ISM) Dhanbad,"Electrical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,5837,7016
IIT (ISM) Dhanbad,"Electrical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),9081,15272
IIT (ISM) Dhanbad,"Electrical Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,239,173P
IIT (ISM) Dhanbad,"Electrical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,786,919
IIT (ISM) Dhanbad,"Electrical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2156,2213
IIT (ISM) Dhanbad,"Electrical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1995,2650
IIT (ISM) Dhanbad,"Electrical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5328,6343
IIT (ISM) Dhanbad,"Electrical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1336,1635
IIT (ISM) Dhanbad,"Electrical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2265,2701
IIT (ISM) Dhanbad,"Electrical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,613,778
IIT (ISM) Dhanbad,"Electrical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1094,1138
IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,2795,5572
IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),6704,12175
IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,56P,90P
IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,637,781
IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1585,1697
IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,20P,20P
IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1501,2072
IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),3059,4281
IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,821,1334
IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1882,2259
IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,373,550
IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),913,1032
IIT (ISM) Dhanbad,"Engineering Physics (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,7714,10247
IIT (ISM) Dhanbad,"Engineering Physics (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),16983,19430
IIT (ISM) Dhanbad,"Engineering Physics (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1500,1602
IIT (ISM) Dhanbad,"Engineering Physics (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3523,3523
IIT (ISM) Dhanbad,"Engineering Physics (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,4107,4176
IIT (ISM) Dhanbad,"Engineering Physics (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),7945,8279
IIT (ISM) Dhanbad,"Engineering Physics (4 Years, B.Tech)",AI,SC,Gender-Neutral,2163,2822
