Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
IIT (BHU) Varanasi,"Engineering Physics (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),7062,7709
IIT (BHU) Varanasi,"Engineering Physics (4 Years, B.Tech)",AI,SC,Gender-Neutral,2229,2446
IIT (BHU) Varanasi,"Engineering Physics (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3527,3527
IIT (BHU) Varanasi,"Engineering Physics (4 Years, B.Tech)",AI,ST,Gender-Neutral,1091,1199
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,9166,10655
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),20060,20141
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1792,1862
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3175,3175
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,4438,4859
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),7816,8751
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, B.Tech)",AI,SC,Gender-Neutral,2705,2936
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3699,3699
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, B.Tech)",AI,ST,Gender-Neutral,1422,1422
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,7517,9976
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),17121,17744
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1418,1752
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3160,3160
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,3759,4477
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),7513,7657
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,2549,2851
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3806,3806
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,1230,1347
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,1461,1842
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),4466,5382
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,90,90
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),37P,37P
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, B.Tech)",AI,EWS,Gender-Neutral,246,321
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),634,634
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,576,881
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),2137,2664
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,87,87
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, B.Tech)",AI,SC,Gender-Neutral,473,674
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1148,1244
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, B.Tech)",AI,ST,Gender-Neutral,127,350
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),773,773
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,4411,6697
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),14049,16113
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,248P,248P
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,820,1118
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2237,2509
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2045,2783
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),4396,7068
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1080,1722
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3003,3170
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,544,865
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1257,1424
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,8214,10482
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),16852,19519
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1402,1730
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2867,2923
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,3410,4465
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),7240,8284
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,2278,2702
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3394,3693
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1191,1316
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1801,1828
IIT (BHU) Varanasi,"Mining Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,10253,12942
IIT (BHU) Varanasi,"Mining Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),19228,22635
IIT (BHU) Varanasi,"Mining Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1717,1878
IIT (BHU) Varanasi,"Mining Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3540,3543
IIT (BHU) Varanasi,"Mining Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,4476,5164
IIT (BHU) Varanasi,"Mining Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),8188,9633
IIT (BHU) Varanasi,"Mining Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,2068,2962
IIT (BHU) Varanasi,"Mining Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3930,4254
IIT (BHU) Varanasi,"Mining Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1305,1368
IIT (BHU) Varanasi,"Mining Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1662,1687
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,11300,13225
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),20608,22870
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1905,2099
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3558,3603
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,4686,5429
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),9112,9686
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,2674,3159
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),4244,4323
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,1378,1454
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1941,1941
IIT Guwahati,"Biosciences and Bioengineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,6303,9243
IIT Guwahati,"Biosciences and Bioengineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),15421,15805
IIT Guwahati,"Biosciences and Bioengineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1417,1636
IIT Guwahati,"Biosciences and Bioengineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3116,3331
IIT Guwahati,"Biosciences and Bioengineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,3465,4176
IIT Guwahati,"Biosciences and Bioengineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),7510,7996
IIT Guwahati,"Biosciences and Bioengineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,2247,2564
IIT Guwahati,"Biosciences and Bioengineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3401,3818
IIT Guwahati,"Biosciences and Bioengineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1220,1395
IIT Guwahati,"Biosciences and Bioengineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1823,1823
IIT Guwahati,"Chemical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,4289,5193
IIT Guwahati,"Chemical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),10815,12175
IIT Guwahati,"Chemical Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,201,220P
IIT Guwahati,"Chemical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,844,990
IIT Guwahati,"Chemical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1946,1970
IIT Guwahati,"Chemical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2253,2443
IIT Guwahati,"Chemical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5343,6012
IIT Guwahati,"Chemical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1226,1445
IIT Guwahati,"Chemical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2060,2589
IIT Guwahati,"Chemical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,591,857
IIT Guwahati,"Chemical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1462,1462
IIT Guwahati,"Chemical Science and Technology (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,4662,7308
IIT Guwahati,"Chemical Science and Technology (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),13063,14898
IIT Guwahati,"Chemical Science and Technology (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1072,1294
IIT Guwahati,"Chemical Science and Technology (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2135,2135
IIT Guwahati,"Chemical Science and Technology (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2355,3154
IIT Guwahati,"Chemical Science and Technology (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),6462,6793
IIT Guwahati,"Chemical Science and Technology (4 Years, B.Tech)",AI,SC,Gender-Neutral,1490,2056
IIT Guwahati,"Chemical Science and Technology (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2782,3318
IIT Guwahati,"Chemical Science and Technology (4 Years, B.Tech)",AI,ST,Gender-Neutral,823,972
IIT Guwahati,"Chemical Science and Technology (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1561,1561
IIT Guwahati,"Civil Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,6867,7955
IIT Guwahati,"Civil Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),13434,16309
IIT Guwahati,"Civil Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1189,1269
IIT Guwahati,"Civil Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2437,2653
IIT Guwahati,"Civil Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2689,3356
IIT Guwahati,"Civil Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),6238,6481
IIT Guwahati,"Civil Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1745,1947
IIT Guwahati,"Civil Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2748,2980
IIT Guwahati,"Civil Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,340,749
IIT Guwahati,"Civil Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1209,1217
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,504,729
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),2047,2694
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,32,42
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,99,118
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),389,419
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,253,328
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),918,1217
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,19,19
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,133,183
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),590,665
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,SC (PwD),Gender-Neutral,2P,2P
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,71,95
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),272,292
IIT Guwahati,"Computer Science and Engineering (4 Years, B.Tech)",AI,ST (PwD),Gender-Neutral,4P,4P
IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,873,1077
IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),2877,3235
IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,67,67
IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,EWS,Gender-Neutral,120,190
IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),511,511
IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,386,441
IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),1490,1604
IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,48,48
IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),90,90
IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,SC,Gender-Neutral,245,284
IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),867,867
IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,ST,Gender-Neutral,118,128
IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),443,443
IIT Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,1413,1714
IIT Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),4863,5298
IIT Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,140,158
IIT Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,266,301
IIT Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),741,741
IIT Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,EWS (PwD),Female-only (including Supernumerary),30P,30P
IIT Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,686,784
IIT Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),2099,2460
IIT Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,65,65
IIT Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,148,471
IIT Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),983,1250
IIT Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,182,283
IIT Guwahati,"Electronics and Communication Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),589,589
IIT Guwahati,"Electronics and Electrical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,1727,2072
IIT Guwahati,"Electronics and Electrical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),5381,5892
IIT Guwahati,"Electronics and Electrical Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,191,191
IIT Guwahati,"Electronics and Electrical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,345,377
IIT Guwahati,"Electronics and Electrical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),758,758
IIT Guwahati,"Electronics and Electrical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,807,976
IIT Guwahati,"Electronics and Electrical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),2663,3152
IIT Guwahati,"Electronics and Electrical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,352,576
IIT Guwahati,"Electronics and Electrical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1255,1264
IIT Guwahati,"Electronics and Electrical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,156,325
IIT Guwahati,"Electronics and Electrical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),683,683
IIT Guwahati,"Energy Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,4761,5865
IIT Guwahati,"Energy Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),11994,13282
IIT Guwahati,"Energy Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1174,1186
IIT Guwahati,"Energy Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2466,2710
IIT Guwahati,"Energy Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),6346,6346
IIT Guwahati,"Energy Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1550,1588
IIT Guwahati,"Energy Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3212,3212
IIT Guwahati,"Energy Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,764,764
IIT Guwahati,"Engineering Physics (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,2692,5947
IIT Guwahati,"Engineering Physics (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),11828,13332
IIT Guwahati,"Engineering Physics (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,149P,149P
IIT Guwahati,"Engineering Physics (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1180,1268
IIT Guwahati,"Engineering Physics (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2234,2234
IIT Guwahati,"Engineering Physics (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2572,3324
IIT Guwahati,"Engineering Physics (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),6468,6923
IIT Guwahati,"Engineering Physics (4 Years, B.Tech)",AI,SC,Gender-Neutral,1636,2171
IIT Guwahati,"Engineering Physics (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3320,3343
IIT Guwahati,"Engineering Physics (4 Years, B.Tech)",AI,ST,Gender-Neutral,1149,1177
IIT Guwahati,"Engineering Physics (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1690,1690
IIT Guwahati,"Mathematics and Computing (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,740,1223
IIT Guwahati,"Mathematics and Computing (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),2755,3849
IIT Guwahati,"Mathematics and Computing (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,28,28
IIT Guwahati,"Mathematics and Computing (4 Years, B.Tech)",AI,EWS,Gender-Neutral,146,197
IIT Guwahati,"Mathematics and Computing (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),474,474
IIT Guwahati,"Mathematics and Computing (4 Years, B.Tech)",AI,EWS (PwD),Female-only (including Supernumerary),1P,1P
IIT Guwahati,"Mathematics and Computing (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,452,556
IIT Guwahati,"Mathematics and Computing (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),1858,2250
IIT Guwahati,"Mathematics and Computing (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,45,45
IIT Guwahati,"Mathematics and Computing (4 Years, B.Tech)",AI,SC,Gender-Neutral,212,341
IIT Guwahati,"Mathematics and Computing (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),907,1031
IIT Guwahati,"Mathematics and Computing (4 Years, B.Tech)",AI,ST,Gender-Neutral,133,225
IIT Guwahati,"Mathematics and Computing (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),580,580
IIT Guwahati,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,3773,4459
IIT Guwahati,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),8789,11913
IIT Guwahati,"Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,647,801
IIT Guwahati,"Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1655,1815
IIT Guwahati,"Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1820,2113
IIT Guwahati,"Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5215,5800
IIT Guwahati,"Mechanical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,664,1240
IIT Guwahati,"Mechanical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1841,2519
IIT Guwahati,"Mechanical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,440,606
IIT Guwahati,"Mechanical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1385,1430
IIT Bhilai,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,4462,6540
IIT Bhilai,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),9951,12211
IIT Bhilai,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,234,234
IIT Bhilai,"Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,818,907
IIT Bhilai,"Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1915,1915
IIT Bhilai,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1937,2737
IIT Bhilai,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),3819,4045
IIT Bhilai,"Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,928,1299
IIT Bhilai,"Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2027,2173
IIT Bhilai,"Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,590,676
IIT Bhilai,"Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),803,803
IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,6688,7616
IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),8600,12215
IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,79P,79P
IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),293P,293P
IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,EWS,Gender-Neutral,904,926
IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2063,2063
IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2301,3064
IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),4962,5099
IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,SC,Gender-Neutral,1374,1548
IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2236,2236
IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,ST,Gender-Neutral,665,680
IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),905,905
IIT Bhilai,"Electrical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,9476,10394
IIT Bhilai,"Electrical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),17806,18837
IIT Bhilai,"Electrical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1324,1620
